Study.Sample.ID	USDA.LIDE	GLWI.FT	Site.Name	Abbrev	Sample.Combining.needed.	USGS_ID	SSdate	SEdate	GMTbpdate	GMTepdate	Collection.Start.Date	GLWI.Sample.Arrival	cmonth	Sample.Type	Event.Type	Event.Type.2	GLWI.Event	Adenovirus.C.D.F	Adenovirus.A	Enterovirus	Human_virus	Enterococci.CFU.100ml	E..coli.CFU.100ml	BacSp.CN.100ml	Entero.CN.100ml	lachno	lachnocen	BacHuman	BacHumancen	DO_mean	DO_max	DO_min	DO_median	DO_sd	Q_mean	Q_max	Q_min	Q_median	Q_sd	SC_mean	SC_max	SC_min	SC_median	SC_sd	TURB_mean	TURB_max	TURB_min	TURB_median	TURB_sd	WTEMP_mean	WTEMP_max	WTEMP_min	WTEMP_median	WTEMP_sd	AntBase	WW.Adenovirus.C.D.F	WW.Adenovirus.A	WW.Enterovirus	WW.G1.Norovirus	WWFIB.BacHuman..CN.100ml.	WWFIB.BacSp..CN.100ml.	WWFIB.Entero..CN.100ml.	WWFIB.Lachno.2..CN.100ml.
MC 026	33706 - 33707	8889	16th St.	MC	FALSE	MC 026	5/7/2010 9:11	5/9/2010 7:19	5/7/2010 15:11	5/9/2010 13:19	7-May-10	10-May-10	May	Event	Rainfall 	Rainfall 	Rain	6.33	0	0	6.33	490	630	1024041	150696	NA	17636	10477	10477	8.259493671	10.2	5.8	8.4	0.739874473	235.6353926	3027.306	-2733.336	184.0516	825.398014	871.4502712	1220	632	902	156.2674505	11.38300181	19	6.1	12	3.122568682	11.33092224	16.5	10.4	11	1.112675023	97.45	9954.304432	14769.11927	2375.304046	6306.272081	15191191.06	279920021.5	145761135.2	41352587.52
MC 027	33718 - 33719	8949	16th St.	MC	FALSE	MC 027	5/11/2010 5:21	5/12/2010 8:45	5/11/2010 11:21	5/12/2010 14:45	11-May-10	14-May-10	May	Event	Rainfall 	Rainfall 	Rain	0	0	68.67	68.67	1900	1500	765336	39196	NA	14400	21948	21948	10.03677812	10.6	8	10.1	0.493880184	601.7342842	1770.638	-583.8888	575.9597	405.6918675	685.8662614	1180	422	742	183.979056	21.22599388	34	5.5	22	5.52159982	9.468389058	13.6	8.9	9.1	1.074980496	72.53	78832.67494	14583.31017	1701.31198	4516.868592	14260317.88	262221338.9	133947222.8	35729307.03
MC 028	33935 - 33934	8953	16th St.	MC	FALSE	MC 028	5/13/2010 1:06	5/14/2010 6:48	5/13/2010 7:06	5/14/2010 12:48	13-May-10	14-May-10	May	Event	Rainfall 	Rainfall 	Rain	0	0	22.33	22.33	2500	1700	218698	9469	NA	2107	3702	3702	10.33314607	11	9.8	10.3	0.334701365	1152.966543	4645.399	-1944.545	1247.595	1201.960341	619.4157303	1040	363	633	145.8931547	35.2056338	72	10	32	13.0518294	10.2261236	11.2	9.1	10.35	0.814562962	72.53	111528.104	14495.10965	1381.379037	3667.468201	13818447.7	253820065.6	128339353	33060028.32
MC 029	33937 - 33936	8973	16th St.	MC	FALSE	MC 029	5/18/2010 8:07	5/19/2010 13:05	5/18/2010 14:07	5/19/2010 19:05	18-May-10	21-May-10	May	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	30	130	89472	5261	NA	2198	443	443	8.650287356	9.5	8.2	8.6	0.222054666	213.1418752	1049.817	-574.1299	205.5365	293.4747687	976.316092	1070	930	970.5	33.05332474	3.779597701	8	2.7	3.7	0.647106492	16.56350575	17.7	15	16.7	0.64025959	154	206450.7191	14239.04254	452.53753	1201.456629	12535593.35	229429168.7	112058371.8	25310476.68
MC 034	33939 - 33938	9031	16th St.	MC	FALSE	MC 034	6/2/2010 17:43	6/3/2010 10:56	6/2/2010 23:43	6/3/2010 16:56	2-Jun-10	4-Jun-10	Jun	Event	Rainfall 	Rainfall 	Rain	0	3.56	0	3.56	31000	5000	2538873	245535	NA	8981	9952	9952	7.258454106	9	4.8	7.7	1.138817956	677.2375007	3090.216	-1074.066	574.7398	755.2090703	451.4975845	1250	265	403	190.8930437	53.57198068	86	2.5	61	18.67348693	18.12850242	24.8	16.8	17.6	1.656587081	42	132121.0737	8634.992283	0	49030.27549	11638204.37	261087386.1	75693648.66	19084094.72
MC 036	33942 - 33941	9452	16th St.	MC	FALSE	MC 036	7/13/2010 8:53	7/14/2010 15:27	7/13/2010 14:53	7/14/2010 21:27	14-Jul-10	16-Jul-10	Jul	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	230	380	6141	2573	NA	488	278	278	7.153133515	9.1	5.2	7.2	0.860286355	NA	#NAME?	Inf	NA	NA	843.6730245	979	688	850	75.19062774	8.716348774	20	4.6	8.2	2.337133074	25.44768392	26.2	24.7	25.6	0.312820464	74	14852.7281	11266.78236	16740.78711	25313.14306	15069841.29	383880993.8	75013960.64	26227513.91
MC 038	33944 - 33943	9577	16th St.	MC	TRUE	MC 038	7/22/2010 10:32	7/23/2010 13:33	7/22/2010 16:32	7/23/2010 19:33	22-Jul-10	23-Jul-10	Jul	Event	Rainfall 	CSO	CSO	1.84	0	0	1.84	50000	18500	356764	250010	NA	168915	68070	68070	7.193209877	8.2	4	7.4	0.847222857	6211.587347	12630.34	-646.8338	6844.1975	3754.506881	346.5030864	844	126	283	179.0778494	139.3194444	330	2.9	160	85.14095375	23.45524691	29.4	22.4	22.9	1.533769593	112	16513.29062	59116.20198	20024.40387	135250.2072	11454271.15	352428728.6	42184106.29	15621881.15
MC 039	33946 - 33945	9614	16th St.	MC	TRUE	MC 038	7/23/2010 14:14	7/26/2010 5:47	7/23/2010 20:14	7/26/2010 11:47	23-Jul-10	26-Jul-10	Jul	Event	Rainfall 	CSO	CSO	0	2.03	0	2.03	520	1700	BLD	25287	NA	10052	2089	2089	7.233813893	7.5	6.5	7.2	0.140058113	1589.941081	3556.771	127.6677	1488.097	748.0008411	513.9397117	637	360	520	82.75893293	26.68152031	72	10	22	13.78993173	23.22988204	23.9	22.1	23.3	0.374759222	112	17404.40658	61416.08494	20147.90896	138028.2888	11324883.84	348926931.1	40700217.07	15534883.65
MC 040	33948 - 33947	9828	16th St.	MC	FALSE	MC 040	8/4/2010 11:27	8/5/2010 8:05	8/4/2010 17:27	8/5/2010 14:05	4-Aug-10	5-Aug-10	Aug	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	50	290	5508	5128	NA	3199	4159	4159	4.758064516	5.9	4	4.7	0.289798694	22.35481448	1799.709	-1828.967	10.1434	589.9990069	930.5362903	1000	883	928.5	24.60585439	6.569354839	10	4.9	6.6	0.7034533	27.28709677	28.2	26.5	27.2	0.362954083	74	32157.28111	39600.43509	19163.80535	40379.45236	13166751.11	339557028.8	47483045.45	24588831.65
MC 042	34067 - 34066	9763	16th St.	MC	FALSE	MC 042	9/1/2010 3:23	9/1/2010 20:34	9/1/2010 9:23	9/2/2010 2:34	1-Sep-10	2-Sep-10	Sep	Event	Rainfall 	Rainfall 	Rain	0	0	0	0	7900	24900	5272	163176	NA	11108	6885	6885	6.411165049	8.9	5.2	6.2	0.814096298	435.3102186	1528.538	-571.9951	466.97225	429.9459592	569.907767	1080	425	478	177.1510758	12.54902913	21	3.8	13	3.625488903	23.83349515	26.7	23.2	23.4	1.045452133	19.16	998.141708	159.9655433	2953.254462	3891.659978	14557649.29	311790810.2	49960538.33	23753512.38
MC 043	34119 - 34118	10040	16th St.	MC	FALSE	MC 043	9/13/2010 9:25	9/14/2010 11:07	9/13/2010 15:25	9/14/2010 17:07	13-Sep-10	14-Sep-10	Sep	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	80	430	95619	8881	NA	323	180	180	7.270873786	8.2	6.6	7.2	0.487099366	63.70760524	803.6302	-649.8748	60.63169	250.8597863	707.1456311	741	682	712	11.27784384	5.22815534	10	3.5	5	1.001597828	19.85436893	20.5	19	19.7	0.313684648	27	34834.74257	27.89692708	23778.87109	51529.77763	17838836.17	330314020.3	58116988.35	25553760.07
MC 044	34069 - 34068	10123	16th St.	MC	FALSE	MC 044	10/13/2010 11:15	10/14/2010 10:30	10/13/2010 17:15	10/14/2010 16:30	13-Oct-10	14-Oct-10	Oct	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	0	90	48589	3207	NA	883	1006	1006	6.944285714	8.1	6.6	6.8	0.380109667	7.168434514	610.455	-559.0344	10.31814	206.9420406	874.8785714	884	868	874	2.756466121	5.673571429	7.3	4.7	5.7	0.450823335	20.79107143	21.3	20.2	20.9	0.318417225	13	199.8184983	114.2248611	2061.817587	27752.81582	14661625.6	491350907.6	45624341.11	27841967.75
MC 045	34081 - 34080	10147	16th St.	MC	FALSE	MC 045	10/23/2010 21:06	10/24/2010 18:45	10/24/2010 3:06	10/25/2010 0:45	23-Oct-10	25-Oct-10	Oct	Event	Rainfall 	Rainfall 	Rain	60.59	0	0	60.59	4800	10200	2424895	735113	NA	18866	19577	19577	6.968076923	7.8	6.1	6.9	0.377376835	309.3075758	2093.605	-1313.066	273.9978	705.649776	608.2153846	1030	393	463	230.2376642	21.22076923	38	6.3	24	8.858006401	15.24961538	18.6	13.9	14.25	1.703697956	13	2546.889871	47229.85113	60508.10038	1910.136996	13522315.42	347082281.8	61995048.63	14818430.56
MC 046	34089 - 34088	10217	16th St.	MC	FALSE	MC 046	10/26/2010 6:01	10/27/2010 0:14	10/26/2010 12:01	10/27/2010 6:14	26-Oct-10	26-Oct-10	Oct	Event	Rainfall 	Rainfall 	Rain	1.43	0	0	1.43	3000	4600	165739	91092	NA	3338	488	488	5.577981651	6.9	1.9	6.15	1.525806143	259.5122404	2060.723	-1593.406	331.0323	686.1304645	492.8256881	685	404	450.5	94.28731891	24.7233945	38	9.7	25	5.652946986	15.79862385	17.9	14.6	15.6	0.849314137	13	2465.091643	42938.26331	55320.03187	4218.388177	13307179.85	353396146.3	60926534.96	13907983.47
MC 047	34117 - 34116	10338	16th St.	MC	FALSE	MC 047	11/22/2010 7:51	11/23/2010 8:21	11/22/2010 13:51	11/23/2010 14:21	22-Nov-10	23-Nov-10	Nov	Event	Rainfall 	Rainfall 	Rain	0	0	0	0	12000	9800	5498490	285636	NA	34965	18420	18420	8.117006803	8.4	7.6	8.2	0.205678483	145.7195988	2177.257	-2015.492	127.4577	684.4101854	962.0918367	1130	815	985.5	74.13276809	11.81394558	22	4.6	11	5.797308079	10.13095238	11.5	8.9	10	0.855514801	17	59306.06596	1341.344813	9915.139135	303281.5286	14535991.24	279385091.6	129720015.5	44608524.65
MC 048	34323 - 34322	10358	16th St.	MC	FALSE	MC 048	12/11/2010 16:27	12/12/2010 20:18	12/11/2010 22:27	12/13/2010 2:18	11-Dec-10	13-Dec-10	Dec	Event	Mix	Mix	Rain	0.11	0	0	0.11	2800	2500	2853477	223553	NA	40930	27717	27717	11.95671642	12.7	8.6	12.5	1.230990045	482.5924135	1589.798	-642.3027	464.16	398.3889213	1547.749254	2480	953	1520	416.1771737	39.66597015	100	4.1	35	23.04826958	1.116716418	5.4	0	0.6	1.505067675	32	47806.11066	1103.00754	0	211936.4638	24985130.11	433227418.7	85253813.28	22985332.9
MC 049		10365	16th St.	MC	FALSE	MC 049	12/19/2010 12:44	12/20/2010 11:11	12/19/2010 18:44	12/20/2010 17:11	19-Dec-10	20-Dec-10	Dec	Baseflow	Baseflow	Baseflow	Baseflow	NA	NA	NA	NA	10	70	287760	20670	NA	6120	4802	4802	5.260885609	8.7	4.6	5.2	0.519349263	57.92176089	693.4876	-752.191	85.982	247.1745726	1627.084871	1720	1590	1630	22.34386551	3.683394834	4.3	2.6	3.7	0.241869851	4.460147601	5.3	2.3	4.4	0.370033002	33	234505.8587	62.7744709	1988.036259	116022.4761	27716859.17	407008015	127234825.1	37574584.44
MC 050	34562 - 34561	10372	16th St.	MC	FALSE	MC 050	1/5/2011 10:44	1/6/2011 8:44	1/5/2011 16:44	1/6/2011 14:44	5-Jan-11	6-Jan-11	Jan	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	30	90	1342038	40758	NA	15996	16244	16244	12.45530303	13.5	10.3	12.6	0.722828663	108.5401339	701.0368	-563.1097	85.6868	254.8135053	2004.318182	2080	1950	2000	21.7029087	2.803409091	3.5	2.5	2.8	0.160167828	0.498863636	1.8	0	0.3	0.420617232	37	610510.9009	475.6216931	15062.70237	879064.4626	19572830.2	230869371.8	171638453.1	35996839.99
MC 051	34611 - 34610	10468	16th St.	MC	TRUE	MC 051	2/16/2011 17:17	2/20/2011 9:21	2/16/2011 23:17	2/20/2011 15:21	16-Feb-11	21-Feb-11	Feb	Event	Mix	Mix	NA	0	0	0	0	0	90	197265	22609	NA	3858	1769	1769	11.30227058	14.8	2.7	13.8	4.47007035	339.6009641	1644.856	-1065.265	352.26	406.2961397	2508.183538	3660	1790	2620	445.5043877	24.4499527	74	6.9	16	17.09903424	2.270293283	8.8	0	0.3	3.330442005	65	190104.9526	7923.351339	0	0	25260532.4	287961261.8	217291852.8	40544905.65
MC 052	34609 - 34608	NA	16th St.	MC	TRUE	MC 051	2/20/2011 10:49	2/21/2011 4:55	2/20/2011 16:49	2/21/2011 10:55	20-Feb-11		Feb	Event	Snowmelt	Snowmelt	Baseflow	0	23.49	0	23.49	NA	NA			NA	NA		NA	14.2764977	14.4	14	14.3	0.110347478	153.6820739	1982.578	-2007.917	116.385895	721.3285243	1930.458716	2270	1780	1920	138.8888447	9.672477064	12	8.2	9.65	0.852199276	0	0	0	0	0	145	295774.8813	12105.35741	0	0	28581500.54	315136133.7	260332040.9	43446990.35
MC 053	34597 - 34596	10475	16th St.	MC	FALSE	MC 053	2/28/2011 11:13	3/1/2011 9:40	2/28/2011 17:13	3/1/2011 15:40	28-Feb-11	1-Mar-11	Feb	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	15	16	274917	23407	NA	4365	5605	5605	11.68	12.6	10.9	11.45	0.544427669	8.148521911	1053.603	-1359.636	-8.9763705	430.5866748	2836.703704	3130	2510	2820	160.6465364	4.528518519	5.2	4	4.5	0.274778771	3.538148148	4.1	2.4	3.6	0.35330134	93	359371.9112	16421.05028	8954.041322	4792.403305	29064901.92	323121713.5	296865160	43539735.71
MC 054	34621 - 34620	10483	16th St.	MC	FALSE	MC 054	3/9/2011 6:32	3/10/2011 16:32	3/9/2011 12:32	3/10/2011 22:32	9-Mar-11	10-Mar-11	Mar	Event	Mix	Mix	Rain	0	0	0	0	460	450	1257885	52356	NA	34161	38210	38210	12.58455882	13	11.3	12.6	0.21292811	161.3290334	1321.339	-1128.63	201.44765	421.6949449	3167.769608	4180	2580	3275	341.1941392	18.44191176	37	6.8	20	5.785951237	1.723039216	3.8	1.1	1.4	0.576747279	112	198571.7076	14570.67727	31421.54378	16817.51344	20209093.2	260768332.5	258041676.9	34973694.18
MC 055	34633 - 34632	10487	16th St.	MC	FALSE	MC 055	3/14/2011 12:04	3/17/2011 8:04	3/14/2011 18:04	3/17/2011 14:04	14-Mar-11	17-Mar-11	Mar	Event	Snowmelt	Snowmelt	Baseflow	0	0	0	0	120	140	402728	24611	NA	8933	9965	9965	13.41744472	16.5	11.8	12.7	1.460472335	274.3840918	1442.281	-1159.809	280.3566	411.7986684	1952.407862	2230	1580	2000	197.1559176	6.586609337	12	4	5.9	1.951523214	3.886732187	5.8	2.5	3.8	0.977619613	196.17	152661.859	12828.51987	33052.28011	16696.30132	19062623.94	264230068.5	217658851.2	33318059.9
MC 056	34647 - 34646	10522	16th St.	MC	FALSE	MC 056	3/17/2011 14:07	3/20/2011 6:39	3/17/2011 20:07	3/20/2011 12:39	17-Mar-11	21-Mar-11	Mar	Event	Snowmelt	Snowmelt	NA	0	0	0	0	260	100	320856	39050	NA	5217	4820	4820	12.54470284	14.4	11.5	12.3	0.734524057	553.2762983	1823.469	-859.3939	573.09085	394.6700697	1154.470284	1490	1060	1120	108.1248668	13.20310078	24	7.1	12	4.525310816	4.584237726	6	3.4	4.4	0.70086594	250.95	139502.6305	11620.43551	30726.54729	14586.23001	19499258.33	277227992.2	189152809.5	33270056.66
MC 057	34649 - 34648	NA	16th St.	MC	FALSE	MC 057	3/20/2011 7:18	3/21/2011 8:28	3/20/2011 13:18	3/21/2011 14:28	20-Mar-11		Mar	Event	Rainfall 	Rainfall 	Rain	0	0	0	0	NA	NA			NA	NA		NA	12.27450331	12.5	12	12.3	0.108350292	1110.958804	3380.987	-2433.713	1132.7035	1045.169249	939.0562914	1180	729	952.5	96.2877754	62.31887417	110	7.2	69	29.65977524	3.760927152	4.3	3.4	3.7	0.26837112	250.95	127919.0737	10557.00585	28679.29519	12728.81636	19883610.59	288669558.7	164060050.3	33227801.27
MC 058	34659 - 34658	10592	16th St.	MC	FALSE	MC 058	3/22/2011 14:10	3/24/2011 7:47	3/22/2011 20:10	3/24/2011 13:47	22-Mar-11	24-Mar-11	Mar	Event	Rainfall 	Rainfall 	Rain	0.46	0	0	0.46	990	430	351404	41788	NA	7574	5311	5311	12.6012	13.2	12.1	12.6	0.234410872	1412.172803	3873.566	-1313.958	1365.333	758.8939822	840.154	967	714	833	72.3111616	35.242	80	17	33	14.63063728	2.7618	4.2	1.2	2.7	0.762944906	845.01	118168.8643	9661.88685	26956.06483	11165.37843	20207130.83	298300250.8	142938760.8	33192233.71
MC 059	34677 - 34676	10597	16th St.	MC	FALSE	MC 059	3/29/2011 9:07	3/30/2011 13:06	3/29/2011 15:07	3/30/2011 19:06	29-Mar-11	30-Mar-11	Mar	Baseflow	Baseflow	Baseflow	Baseflow	0	0	0	0	39	38	235934	11659	NA	4204	4731	4731	12.94345238	13.9	11.7	12.9	0.63501227	186.9243264	810.6733	-495.5929	201.61945	254.9361512	1330.625	1370	1270	1330	20.90267069	6.311011905	12	5.1	6.1	0.97749185	4.035119048	7	2.1	4.3	1.227089257	231.46	89211.45329	7003.448668	21838.19632	6522.08175	22760134.6	309358020.4	133808961.5	29979807.81
NA	NA	9493	16th St.	MC	NA	MC 037	7/15/2010 7:49	7/16/2010 7:02	7/15/2010 13:49	7/16/2010 13:02	NA	16-Jul-10	Jul	Event	Rainfall 	CSO	CSO	NA	NA	NA	NA	35000	10400	51603	203196	NA	128100	55463	55463	7.491756272	7.9	6.9	7.5	0.177016028	2337.683052	4112.935	929.5704	2375.9495	765.5492796	336.3620072	419	300	324	36.44560534	67.1827957	89	45	71	13.4941604	22.79928315	23.2	22.1	22.9	0.309326587	61	15588.62554	10885.3573	17380.48286	22351.32613	14748682.68	390847073.4	69405759.84	24397229.94
